Date,Time,Category,Name,Notes,Expense,Income,Flag,Year,YearMonth,YearWeek,Weekday,Hour,CalendarMonth,CalendarWeek,CalendarWeekday,Transaction
2020-02-09,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 6 2020,Sunday,0,February,Week 6,Sunday6,0.0
2020-02-09,07:49:00.0,Coffee,,,9.3,,Expense,2020,February 2020,Week 6 2020,Sunday,7,February,Week 6,Sunday6,9.3
2020-02-10,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-10,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Monday,0,February,Week 7,Monday7,0.0
2020-02-11,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-11,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Tuesday,0,February,Week 7,Tuesday7,0.0
2020-02-12,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-12,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Wednesday,0,February,Week 7,Wednesday7,0.0
2020-02-13,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-13,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Thursday,0,February,Week 7,Thursday7,0.0
2020-02-14,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-14,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Friday,0,February,Week 7,Friday7,0.0
2020-02-15,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Saturday,0,February,Week 7,Saturday7,0.0
2020-02-15,02:32:00.0,Coffee,,,6.83,,Expense,2020,February 2020,Week 7 2020,Saturday,2,February,Week 7,Saturday7,6.83
2020-02-15,07:09:00.0,Coffee,,,9.13,,Expense,2020,February 2020,Week 7 2020,Saturday,7,February,Week 7,Saturday7,9.13
2020-02-16,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-16,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 7 2020,Sunday,0,February,Week 7,Sunday7,0.0
2020-02-17,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-17,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Monday,0,February,Week 8,Monday8,0.0
2020-02-18,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Tuesday,0,February,Week 8,Tuesday8,0.0
2020-02-18,12:00:00.0,Rent,,,1900.0,,Expense,2020,February 2020,Week 8 2020,Tuesday,12,February,Week 8,Tuesday8,1900.0
2020-02-18,12:00:00.0,Utilities,,,294.82,,Expense,2020,February 2020,Week 8 2020,Tuesday,12,February,Week 8,Tuesday8,294.82
2020-02-18,12:00:00.0,Salary,,,,3000.0,Income,2020,February 2020,Week 8 2020,Tuesday,12,February,Week 8,Tuesday8,3000.0
2020-02-19,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Wednesday,0,February,Week 8,Wednesday8,0.0
2020-02-19,10:38:00.0,Public Transport,,,39.07,,Expense,2020,February 2020,Week 8 2020,Wednesday,10,February,Week 8,Wednesday8,39.07
2020-02-20,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-20,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Thursday,0,February,Week 8,Thursday8,0.0
2020-02-21,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Friday,0,February,Week 8,Friday8,0.0
2020-02-21,07:16:00.0,Coffee,,,4.96,,Expense,2020,February 2020,Week 8 2020,Friday,7,February,Week 8,Friday8,4.96
2020-02-21,07:18:00.0,Coffee,,,4.05,,Expense,2020,February 2020,Week 8 2020,Friday,7,February,Week 8,Friday8,4.05
2020-02-21,07:30:00.0,Coffee,,,7.89,,Expense,2020,February 2020,Week 8 2020,Friday,7,February,Week 8,Friday8,7.89
2020-02-22,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-22,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Saturday,0,February,Week 8,Saturday8,0.0
2020-02-23,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 8 2020,Sunday,0,February,Week 8,Sunday8,0.0
2020-02-23,02:08:00.0,Coffee,,,5.95,,Expense,2020,February 2020,Week 8 2020,Sunday,2,February,Week 8,Sunday8,5.95
2020-02-24,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 9 2020,Monday,0,February,Week 9,Monday9,0.0
2020-02-24,07:32:00.0,Coffee,,,4.0,,Expense,2020,February 2020,Week 9 2020,Monday,7,February,Week 9,Monday9,4.0
2020-02-25,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Public Transport,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Utilities,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Clothing,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Holiday,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Technology,,,,,Expense,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Salary,,,,,Income,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Dividends,,,,,Income,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Gifts,,,,,Income,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-25,00:00:00.0,Other,,,,,Income,2020,February 2020,Week 9 2020,Tuesday,0,February,Week 9,Tuesday9,0.0
2020-02-26,00:00:00.0,Coffee,,,,,Expense,2020,February 2020,Week 9 2020,Wednesday,0,February,Week 9,Wednesday9,0.0
2020-02-26,00:00:00.0,Food,,,,,Expense,2020,February 2020,Week 9 2020,Wednesday,0,February,Week 9,Wednesday9,0.0
2020-02-26,00:00:00.0,Rent,,,,,Expense,2020,February 2020,Week 9 2020,Wednesday,0,February,Week 9,Wednesday9,0.0
